id,year,sex,age,mass,survival,reproduction,fitness,StMass,mother
CN10-054,2011,Male,A,47,0,2,2,1.54403498460021,CN09-132
CN10-055,2010,Male,J,26,0,0,0,-0.479269735752853,CN09-071
CN10-056,2010,Female,J,27,0,0,0,-0.382921891926516,CN09-132
CN10-057,2010,Male,J,28,0,0,0,-0.28657404810018,CN10-004
CN10-058,2010,Female,J,19,0,0,0,-1.15370464253721,CN09-075
CN10-059,2010,Female,J,27,0,0,0,-0.382921891926516,CN07-114
CN10-060,2010,Female,J,27,0,0,0,-0.382921891926516,CN07-114
CN10-061,2010,Male,J,27,0,0,0,-0.382921891926516,CN08-093
CN10-062,2010,Male,J,25,0,0,0,-0.575617579579189,CN08-093
CN10-063,2010,Female,J,21,1,0,2,-0.961008954884535,CN09-075
CN10-063,2011,Female,A,35,0,1,1,0.387860858684175,CN09-075
CN10-064,2010,Female,J,21,0,0,0,-0.961008954884535,CN09-137
CN10-065,2010,Male,J,31,1,0,2,0.00246948337882945,CN09-137
CN10-065,2011,Male,A,44,0,2,2,1.2549914531212,CN09-137
CN10-066,2010,Male,J,22,0,0,0,-0.864661111058199,CN09-107
CN10-067,2010,Male,J,20,0,0,0,-1.05735679871087,CN10-021
CN10-068,2010,Female,J,27,1,0,2,-0.382921891926516,CN10-017
CN10-068,2011,Female,A,39,0,3,3,0.773252233989521,CN10-017
CN10-069,2010,Female,J,23,1,0,2,-0.768313267231862,CN09-052
CN10-069,2011,Female,A,39,1,0,2,0.773252233989521,CN09-052
CN10-069,2012,Female,A,38,0,3,3,0.676904390163184,CN09-052
CN10-070,2010,Male,J,30,0,0,0,-0.093878360447507,CN09-052
CN10-072,2010,Male,J,20,0,0,0,-1.05735679871087,CN09-106
CN10-073,2010,Male,J,19,0,0,0,-1.15370464253721,CN08-089
CN10-074,2010,Male,J,22,0,0,0,-0.864661111058199,CN10-017
CN10-075,2010,Male,J,27,1,0,2,-0.382921891926516,CN09-052
CN10-075,2011,Male,A,41,0,1,1,0.965947921642194,CN09-052
CN10-076,2010,Male,J,29,0,0,0,-0.190226204273843,CN08-089
CN10-077,2010,Female,J,23,0,0,0,-0.768313267231862,CN10-017
CN10-078,2010,Male,J,28,0,0,0,-0.28657404810018,CN10-017
CN10-079,2010,Male,J,21,0,0,0,-0.961008954884535,CN09-078
CN10-080,2010,Female,J,19,0,0,0,-1.15370464253721,CN09-078
CN10-081,2010,Male,J,21,0,0,0,-0.961008954884535,CN08-093
CN10-082,2010,Female,J,22,0,0,0,-0.864661111058199,CN09-116
CN10-083,2010,Female,J,24,0,0,0,-0.671965423405526,CN09-059
CN10-084,2010,Female,J,19,0,0,0,-1.15370464253721,CN09-059
CN10-085,2010,Female,J,29,0,0,0,-0.190226204273843,CN09-112
CN10-086,2010,Male,J,25,0,0,0,-0.575617579579189,CN09-118
CN10-087,2010,Female,J,22,0,0,0,-0.864661111058199,CN10-020
CN10-089,2010,Female,J,21,0,0,0,-0.961008954884535,CN09-117
CN10-090,2010,Male,J,18,0,0,0,-1.25005248636354,CN09-117
CN10-091,2010,Male,J,15,1,0,2,-1.53909601784255,CN09-064
CN10-091,2011,Male,A,40,0,3,3,0.869600077815857,CN09-064
CN10-092,2010,Male,J,31,0,0,0,0.00246948337882945,CN09-064
CN10-093,2010,Male,J,26,0,0,0,-0.479269735752853,CN07-113
CN10-094,2010,Male,J,19,0,0,0,-1.15370464253721,CN08-093
CN10-095,2010,Male,J,17,0,0,0,-1.34640033018988,CN09-138
CN10-097,2010,Female,J,15,1,0,2,-1.53909601784255,CN09-138
CN10-097,2011,Female,A,35,0,2,2,0.387860858684175,CN09-138
CN10-098,2010,Female,J,22,1,0,2,-0.864661111058199,CN09-138
CN10-098,2011,Female,A,36,0,2,2,0.484208702510512,CN09-138
CN10-100,2010,Male,A,NA,0,2,2,NA,NA
CN10-102,2010,Male,J,21,0,0,0,-0.961008954884535,CN09-075
CN11-001,2011,Female,A,44,0,1,1,1.2549914531212,CN10-002
CN11-002,2011,Male,A,43,0,0,0,1.15864360929487,NA
CN11-003,2011,Male,A,42,0,0,0,1.06229576546853,CN09-138
CN11-004,2011,Female,A,40,1,2,4,0.869600077815857,CN10-030
CN11-004,2012,Female,A,52,0,2,2,2.02577420373189,CN10-030
CN11-005,2011,Male,A,42,1,3,5,1.06229576546853,NA
CN11-005,2012,Male,A,42,0,0,0,1.06229576546853,NA
CN11-006,2011,Female,A,37,0,2,2,0.580556546336848,CN09-084
CN11-007,2011,Female,A,33,0,0,0,0.195165171031502,CN10-026
CN11-008,2011,Male,A,43,0,3,3,1.15864360929487,CN10-017
CN11-009,2011,Female,A,51,0,0,0,1.92942635990556,CN09-098
CN11-013,2011,Female,A,40,0,0,0,0.869600077815857,NA
CN11-014,2011,Male,A,48,0,0,0,1.64038282842655,NA
CN11-015,2011,Male,A,47,0,5,5,1.54403498460021,NA
CN11-018,2011,Female,A,48,0,0,0,1.64038282842655,CN09-064
CN11-019,2011,Male,A,45,0,0,0,1.35133929694754,NA
CN11-021,2011,Male,A,41,0,0,0,0.965947921642194,CN09-112
CN11-023,2011,Female,A,36,0,4,4,0.484208702510512,CN09-059
CN11-025,2011,Female,J,26,0,0,0,-0.479269735752853,NA
CN11-026,2011,Male,A,48,0,1,1,1.64038282842655,NA
CN11-027,2011,Female,J,19,0,0,0,-1.15370464253721,NA
CN11-028,2011,Male,J,21,1,0,2,-0.961008954884535,CN10-004
CN11-028,2012,Male,A,41,1,1,3,0.965947921642194,CN10-004
CN11-028,2013,Male,A,41,0,5,5,0.965947921642194,CN10-004
CN11-030,2011,Female,J,17,0,0,0,-1.34640033018988,CN10-004
CN11-031,2011,Female,J,22,1,0,2,-0.864661111058199,CN10-063
CN11-031,2012,Female,A,NA,0,6,6,NA,CN10-063
CN11-032,2011,Male,J,NA,0,0,0,NA,CN11-004
CN11-033,2011,Male,A,NA,0,0,0,NA,CN09-084
CN11-034,2011,Male,J,NA,1,0,2,NA,CN11-006
CN11-034,2012,Male,A,50,0,2,2,1.83307851607922,CN11-006
CN11-036,2011,Male,J,NA,0,0,0,NA,NA
CN11-037,2011,Male,J,NA,0,0,0,NA,CN09-137
CN11-038,2011,Male,J,NA,0,0,0,NA,CN09-137
CN11-039,2011,Female,A,45,0,1,1,1.35133929694754,CN08-076
CN11-040,2011,Male,J,NA,1,0,2,NA,NA
CN11-040,2012,Male,A,42,0,3,3,1.06229576546853,NA
CN11-041,2011,Male,J,17,0,0,0,-1.34640033018988,CN11-023
CN11-043,2011,Male,J,21,0,0,0,-0.961008954884535,CN11-023
CN11-044,2011,Male,J,27,0,0,0,-0.382921891926516,CN10-097
CN11-045,2011,Female,A,35,1,0,2,0.387860858684175,NA
CN11-045,2012,Female,A,33,0,0,0,0.195165171031502,NA
CN11-046,2011,Male,J,25,0,0,0,-0.575617579579189,CN10-097
CN11-047,2011,Female,J,28,0,0,0,-0.28657404810018,CN10-068
CN11-048,2011,Male,J,22,0,0,0,-0.864661111058199,CN10-068
CN11-050,2011,Male,A,41,0,0,0,0.965947921642194,NA
CN11-051,2011,Female,J,20,0,0,0,-1.05735679871087,CN10-068
CN11-052,2011,Male,J,21,0,0,0,-0.961008954884535,CN09-137
CN12-001,2012,Female,A,42,0,1,1,1.06229576546853,CN11-039
CN12-002,2012,Female,A,38,0,2,2,0.676904390163184,NA
CN12-003,2012,Female,A,34,1,4,6,0.291513014857839,CN10-098
CN12-003,2013,Female,A,40,0,4,4,0.869600077815857,CN10-098
CN12-004,2012,Female,A,39,1,4,6,0.773252233989521,NA
CN12-004,2013,Female,A,42,0,2,2,1.06229576546853,NA
CN12-005,2012,Female,A,38,0,0,0,0.676904390163184,CN11-006
CN12-006,2012,Male,A,50,0,2,2,1.83307851607922,CN11-004
CN12-007,2012,Female,A,35,0,0,0,0.387860858684175,CN11-001
CN12-008,2012,Male,A,42,0,3,3,1.06229576546853,CN11-023
CN12-009,2012,Female,A,35,0,2,2,0.387860858684175,NA
CN12-010,2012,Male,A,48,0,2,2,1.64038282842655,NA
CN12-011,2012,Male,A,44,0,6,6,1.2549914531212,CN12-009
CN12-012,2012,Male,A,39,0,1,1,0.773252233989521,NA
CN12-013,2012,Male,A,51,0,0,0,1.92942635990556,NA
CN12-014,2012,Male,A,39,1,2,4,0.773252233989521,CN11-023
CN12-014,2013,Male,A,39,0,7,7,0.773252233989521,CN11-023
CN12-015,2012,Female,A,47,1,4,6,1.54403498460021,NA
CN12-015,2013,Female,A,46,0,0,0,1.44768714077388,NA
CN12-016,2012,Male,A,51,0,7,7,1.92942635990556,NA
CN12-017,2012,Female,J,18,0,0,0,-1.25005248636354,CN11-031
CN12-018,2012,Male,A,NA,0,0,0,NA,NA
CN12-019,2012,Female,J,NA,1,1,3,NA,CN12-002
CN12-019,2013,Female,A,28,0,4,4,-0.28657404810018,CN12-002
CN12-020,2012,Male,A,48,0,0,0,1.64038282842655,NA
CN12-021,2012,Male,J,19,1,0,2,-1.15370464253721,CN12-009
CN12-021,2013,Male,A,40,0,6,6,0.869600077815857,CN12-009
CN12-022,2012,Male,A,44,0,2,2,1.2549914531212,NA
CN12-024,2012,Male,A,39,0,1,1,0.773252233989521,NA
CN12-025,2012,Female,J,23,0,0,0,-0.768313267231862,CN11-031
CN12-026,2012,Male,J,25,1,0,2,-0.575617579579189,CN12-003
CN12-026,2013,Male,A,40,0,3,3,0.869600077815857,CN12-003
CN12-027,2012,Male,J,25,0,0,0,-0.575617579579189,CN12-003
CN12-028,2012,Female,J,20,0,0,0,-1.05735679871087,CN12-015
CN12-029,2012,Female,J,21,1,0,2,-0.961008954884535,CN10-069
CN12-029,2013,Female,A,36,0,2,2,0.484208702510512,CN10-069
CN12-030,2012,Female,A,43,0,3,3,1.15864360929487,NA
CN12-031,2012,Male,J,28,1,0,2,-0.28657404810018,CN10-097
CN12-031,2013,Male,A,49,0,0,0,1.73673067225289,CN10-097
CN12-032,2012,Female,J,18,1,0,2,-1.25005248636354,CN10-097
CN12-032,2013,Female,A,41,0,5,5,0.965947921642194,CN10-097
CN12-033,2012,Female,J,25,1,0,2,-0.575617579579189,CN12-015
CN12-033,2013,Female,A,44,1,4,6,1.2549914531212,CN12-015
CN12-033,2014,Female,A,40,0,2,2,0.869600077815857,CN12-015
CN12-034,2012,Female,J,23,0,0,0,-0.768313267231862,CN10-069
CN12-035,2012,Female,A,33,1,3,5,0.195165171031502,CN10-098
CN12-035,2013,Female,A,35,0,6,6,0.387860858684175,CN10-098
CN12-037,2012,Male,J,28,0,0,0,-0.28657404810018,CN11-004
CN12-038,2012,Female,J,23,0,0,0,-0.768313267231862,CN12-002
CN12-039,2012,Female,J,34,0,0,0,0.291513014857839,CN11-031
CN12-040,2012,Male,A,44,0,3,3,1.2549914531212,NA
CN12-041,2012,Male,J,25,1,0,2,-0.575617579579189,CN12-F2
CN12-041,2013,Male,A,39,0,0,0,0.773252233989521,CN12-F2
CN12-042,2012,Male,J,26,0,0,0,-0.479269735752853,CN11-031
CN12-043,2012,Male,J,29,0,0,0,-0.190226204273843,CN12-009
CN12-044,2012,Female,J,23,1,0,2,-0.768313267231862,CN12-003
CN12-044,2013,Female,A,40,0,6,6,0.869600077815857,CN12-003
CN12-045,2012,Female,J,22,1,0,2,-0.864661111058199,CN12-003
CN12-045,2013,Female,A,38,1,0,2,0.676904390163184,CN12-003
CN12-045,2014,Female,A,37,0,5,5,0.580556546336848,CN12-003
CN12-047,2012,Female,J,30,1,0,2,-0.093878360447507,CN12-004
CN12-047,2013,Female,A,39,0,2,2,0.773252233989521,CN12-004
CN12-048,2012,Female,J,29,0,0,0,-0.190226204273843,CN10-097
CN12-049,2012,Male,J,34,0,0,0,0.291513014857839,CN12-035
CN12-050,2012,Female,J,22,0,0,0,-0.864661111058199,CN10-097
CN12-051,2012,Male,J,28,1,1,3,-0.28657404810018,CN12-F3
CN12-051,2013,Male,A,37,0,2,2,0.580556546336848,CN12-F3
CN12-053,2012,Female,J,29,1,0,2,-0.190226204273843,CN12-035
CN12-053,2013,Female,A,42,0,7,7,1.06229576546853,CN12-035
CN12-054,2012,Female,J,20,0,0,0,-1.05735679871087,CN12-035
CN12-055,2012,Male,J,28,0,0,0,-0.28657404810018,CN12-015
CN12-056,2012,Male,J,33,1,0,2,0.195165171031502,CN12-015
CN12-056,2013,Male,A,53,1,2,4,2.12212204755823,CN12-015
CN12-056,2014,Male,A,48,0,0,0,1.64038282842655,CN12-015
CN12-057,2012,Male,J,33,1,0,2,0.195165171031502,CN12-030
CN12-057,2013,Male,A,43,0,2,2,1.15864360929487,CN12-030
CN12-058,2012,Male,A,44,0,1,1,1.2549914531212,NA
CN12-059,2012,Female,J,31,0,0,0,0.00246948337882945,CN12-F4
CN12-060,2012,Female,J,19,0,0,0,-1.15370464253721,CN12-001
CN12-062,2012,Female,J,24,0,0,0,-0.671965423405526,CN11-031
CN12-063,2012,Male,J,35,0,0,0,0.387860858684175,CN12-030
CN13-001,2013,Male,A,39,0,1,1,0.773252233989521,CN11-004
CN13-002,2013,Female,A,37,1,8,10,0.580556546336848,CN12-004
CN13-002,2014,Female,A,45,0,4,4,1.35133929694754,CN12-004
CN13-004,2013,Female,A,35,0,0,0,0.387860858684175,NA
CN13-005,2013,Female,A,42,1,5,7,1.06229576546853,CN11-031
CN13-005,2014,Female,A,44,0,1,1,1.2549914531212,CN11-031
CN13-008,2013,Male,A,45,0,9,9,1.35133929694754,NA
CN13-009,2013,Male,J,21,0,0,0,-0.961008954884535,CN12-019
CN13-010,2013,Male,J,19,0,0,0,-1.15370464253721,CN12-053
CN13-015,2013,Female,A,41,1,0,2,0.965947921642194,CN12-030
CN13-015,2014,Female,A,48,0,2,2,1.64038282842655,CN12-030
CN13-016,2013,Female,A,35,1,2,4,0.387860858684175,CN10-069
CN13-016,2014,Female,A,37,1,4,6,0.580556546336848,CN10-069
CN13-016,2015,Female,A,36,0,2,2,0.484208702510512,CN10-069
CN13-012,2013,Male,A,44,0,2,2,1.2549914531212,NA
CN13-017,2013,Male,A,49,0,1,1,1.73673067225289,NA
CN13-018,2013,Male,A,52,0,3,3,2.02577420373189,NA
CN13-019,2013,Male,A,45,0,13,13,1.35133929694754,NA
CN13-020,2013,Female,J,28,1,3,5,-0.28657404810018,CN13-002
CN13-020,2014,Female,A,38,0,1,1,0.676904390163184,CN13-002
CN13-022,2013,Female,A,48,0,4,4,1.64038282842655,NA
CN13-024,2013,Male,J,21,0,0,0,-0.961008954884535,CN13-005
CN13-025,2013,Male,J,12,0,0,0,-1.82813954932156,CN13-002
CN13-027,2013,Male,A,48,0,2,2,1.64038282842655,NA
CN13-028,2013,Female,A,39,0,1,1,0.773252233989521,NA
CN13-030,2013,Female,A,42,0,1,1,1.06229576546853,NA
CN13-032,2013,Male,J,29,0,0,0,-0.190226204273843,CN12-053
CN13-033,2013,Male,A,47,0,10,10,1.54403498460021,NA
CN13-034,2013,Female,J,17,0,0,0,-1.34640033018988,CN12-003
CN13-035,2013,Female,J,28,1,1,3,-0.28657404810018,CN12-032
CN13-035,2014,Female,A,39,0,1,1,0.773252233989521,CN12-032
CN13-036,2013,Male,J,19,1,0,2,-1.15370464253721,CN12-053
CN13-036,2014,Male,A,51,0,0,0,1.92942635990556,CN12-053
CN13-037,2013,Male,J,17,0,0,0,-1.34640033018988,CN12-053
CN13-038,2013,Male,A,42,0,4,4,1.06229576546853,NA
CN13-039,2013,Female,J,12,0,0,0,-1.82813954932156,CN12-044
CN13-040,2013,Female,J,33,0,1,1,0.195165171031502,CN13-F1
CN13-041,2013,Male,J,28,1,0,2,-0.28657404810018,CN13-F2
CN13-041,2014,Male,A,38,0,1,1,0.676904390163184,CN13-F2
CN13-042,2013,Male,J,27,0,0,0,-0.382921891926516,CN13-F2
CN13-044,2013,Female,J,36,1,1,3,0.484208702510512,CN13-005
CN13-044,2014,Female,A,40,0,3,3,0.869600077815857,CN13-005
CN13-045,2013,Female,J,20,1,0,2,-1.05735679871087,CN13-002
CN13-045,2014,Female,A,33,0,3,3,0.195165171031502,CN13-002
CN13-046,2013,Female,A,40,0,0,0,0.869600077815857,CN12-004
CN13-048,2013,Female,J,31,1,0,2,0.00246948337882945,CN13-005
CN13-048,2014,Female,A,34,0,4,4,0.291513014857839,CN13-005
CN13-049,2013,Male,J,19,1,0,2,-1.15370464253721,CN13-005
CN13-049,2014,Male,A,42,0,1,1,1.06229576546853,CN13-005
CN13-051,2013,Male,J,26,1,0,2,-0.479269735752853,CN12-044
CN13-051,2014,Male,A,44,0,5,5,1.2549914531212,CN12-044
CN13-052,2013,Male,J,22,0,0,0,-0.864661111058199,CN13-002
CN13-053,2013,Female,J,16,0,0,0,-1.44274817401622,CN13-028
CN13-054,2013,Female,J,24,0,0,0,-0.671965423405526,CN13-030
CN13-055,2013,Female,A,39,0,2,2,0.773252233989521,CN12-004
CN13-057,2013,Female,J,27,1,0,2,-0.382921891926516,CN12-029
CN13-057,2014,Female,A,38,0,4,4,0.676904390163184,CN12-029
CN13-058,2013,Male,J,19,0,0,0,-1.15370464253721,CN12-033
CN13-059,2013,Male,J,20,0,0,0,-1.05735679871087,CN12-033
CN13-060,2013,Female,J,NA,0,0,0,NA,CN12-019
CN13-061,2013,Male,J,12,1,0,2,-1.82813954932156,CN12-003
CN13-061,2014,Male,A,40,0,0,0,0.869600077815857,CN12-003
CN13-062,2013,Male,J,22,0,0,0,-0.864661111058199,CN12-033
CN13-063,2013,Female,J,18,1,1,3,-1.25005248636354,CN12-053
CN13-063,2014,Female,A,44,0,1,1,1.2549914531212,CN12-053
CN13-065,2013,Female,J,15,1,0,2,-1.53909601784255,CN12-032
CN13-065,2014,Female,A,35,1,3,5,0.387860858684175,CN12-032
CN13-065,2015,Female,A,42,0,0,0,1.06229576546853,CN12-032
CN13-066,2013,Female,J,31,1,0,2,0.00246948337882945,CN12-032
CN13-066,2014,Female,A,40,0,4,4,0.869600077815857,CN12-032
CN13-067,2013,Male,J,17,0,0,0,-1.34640033018988,CN12-053
CN13-068,2013,Male,J,34,0,0,0,0.291513014857839,CN12-035
CN13-069,2013,Male,J,36,0,0,0,0.484208702510512,CN13-F3
CN13-070,2013,Male,J,37,0,0,0,0.580556546336848,NA
CN13-071,2013,Male,J,25,0,0,0,-0.575617579579189,CN13-022
CN13-073,2013,Female,J,25,0,0,0,-0.575617579579189,CN13-F1
CN13-074,2013,Female,J,23,1,0,2,-0.768313267231862,CN13-F3
CN13-074,2014,Female,A,38,0,2,2,0.676904390163184,CN13-F3
CN13-075,2013,Male,J,31,1,0,2,0.00246948337882945,CN12-047
CN13-075,2014,Male,A,46,0,6,6,1.44768714077388,CN12-047
CN13-076,2013,Female,J,24,0,0,0,-0.671965423405526,CN12-047
CN13-077,2013,Male,J,25,0,0,0,-0.575617579579189,CN13-055
CN13-078,2013,Male,J,25,0,0,0,-0.575617579579189,CN12-004
CN13-080,2013,Female,J,28,1,0,2,-0.28657404810018,CN13-022
CN13-080,2014,Female,A,50,1,2,4,1.83307851607922,CN13-022
CN13-080,2015,Female,A,48,0,0,0,1.64038282842655,CN13-022
CN13-081,2013,Male,J,20,0,0,0,-1.05735679871087,CN13-020
CN13-082,2013,Male,J,23,1,0,2,-0.768313267231862,CN13-044
CN13-082,2014,Male,A,41,0,4,4,0.965947921642194,CN13-044
CN13-083,2013,Female,J,16,1,0,2,-1.44274817401622,CN13-002
CN13-083,2014,Female,A,45,0,2,2,1.35133929694754,CN13-002
CN13-084,2013,Male,J,20,0,0,0,-1.05735679871087,CN12-044
CN13-085,2013,Male,J,18,0,0,0,-1.25005248636354,CN13-020
CN13-086,2013,Female,J,21,1,0,2,-0.961008954884535,CN13-020
CN13-086,2014,Female,A,37,0,0,0,0.580556546336848,CN13-020
CN13-088,2013,Male,J,24,0,0,0,-0.671965423405526,CN13-002
CN13-087,2013,Female,J,26,1,0,2,-0.479269735752853,NA
CN13-087,2014,Female,A,34,0,0,0,0.291513014857839,NA
CN13-089,2013,Female,J,27,1,0,2,-0.382921891926516,CN13-055
CN13-089,2014,Female,A,36,0,0,0,0.484208702510512,CN13-055
CN13-090,2013,Female,J,22,0,0,0,-0.864661111058199,CN12-003
CN13-091,2013,Male,J,29,0,0,0,-0.190226204273843,CN13-016
CN13-092,2013,Male,J,33,0,0,0,0.195165171031502,CN13-022
CN13-093,2013,Male,J,27,0,0,0,-0.382921891926516,CN12-044
CN13-097,2013,Male,J,22,0,0,0,-0.864661111058199,CN13-016
CN13-098,2013,Female,J,24,1,0,2,-0.671965423405526,CN12-019
CN13-098,2014,Female,A,39,1,5,7,0.773252233989521,CN12-019
CN13-098,2015,Female,A,50,0,1,1,1.83307851607922,CN12-019
CN13-100,2013,Female,J,24,0,0,0,-0.671965423405526,CN12-033
CN13-101,2013,Male,J,25,0,1,1,-0.575617579579189,CN12-035
CN13-102,2013,Female,J,23,0,0,0,-0.768313267231862,CN12-019
CN13-104,2013,Female,J,11,0,0,0,-1.9244873931479,CN12-032
CN13-105,2013,Male,J,20,0,0,0,-1.05735679871087,CN12-035
CN13-106,2013,Male,J,21,1,0,2,-0.961008954884535,CN12-053
CN13-106,2014,Male,A,44,0,8,8,1.2549914531212,CN12-053
CN13-109RM,2013,Male,J,28,0,0,0,-0.28657404810018,CN12-004
CN13-110,2013,Male,J,30,1,0,2,-0.093878360447507,CN13-002
CN13-110,2014,Male,A,44,0,4,4,1.2549914531212,CN13-002
CN13-111,2013,Female,J,26,1,0,2,-0.479269735752853,CN13-002
CN13-111,2014,Female,A,45,1,1,3,1.35133929694754,CN13-002
CN13-111,2015,Female,A,43,0,0,0,1.15864360929487,CN13-002
CN13-112,2013,Female,J,16,1,0,2,-1.44274817401622,CN12-003
CN13-112,2014,Female,A,35,0,5,5,0.387860858684175,CN12-003
CN13-113,2013,Male,J,24,0,0,0,-0.671965423405526,CN12-044
CN13-114,2013,Female,J,NA,1,0,2,NA,CN12-044
CN13-114,2014,Female,A,42,0,3,3,1.06229576546853,CN12-044
CN13-115,2013,Female,J,29,0,0,0,-0.190226204273843,CN13-035
CN13-116,2013,Female,J,22,1,0,2,-0.864661111058199,CN12-032
CN13-116,2014,Female,A,34,0,3,3,0.291513014857839,CN12-032
CN13-117,2013,Male,J,30,0,0,0,-0.093878360447507,CN12-035
CN13-118,2013,Female,J,25,1,0,2,-0.575617579579189,CN12-019
CN13-118,2014,Female,A,36,0,1,1,0.484208702510512,CN12-019
CN13-119,2013,Female,J,28,1,0,2,-0.28657404810018,CN12-035
CN13-119,2014,Female,A,43,0,5,5,1.15864360929487,CN12-035
CN13-121,2013,Male,J,29,0,0,0,-0.190226204273843,CN12-029
CN14-002,2014,Female,A,40,0,3,3,0.869600077815857,CN13-040
CN14-004,2014,Female,A,41,0,3,3,0.965947921642194,NA
CN14-003,2014,Female,A,42,1,2,4,1.06229576546853,NA
CN14-003,2015,Female,A,57,0,1,1,2.50751342286358,NA
CN14-009,2014,Male,J,20,0,0,0,-1.05735679871087,CN13-098
CN14-010,2014,Male,J,22,0,0,0,-0.864661111058199,CN13-098
CN14-011,2014,Male,A,43,0,12,12,1.15864360929487,NA
CN14-012,2014,Male,J,28,0,0,0,-0.28657404810018,CN13-115
CN14-013,2014,Male,J,12,0,0,0,-1.82813954932156,CN13-066
CN14-014,2014,Male,J,12,0,0,0,-1.82813954932156,CN13-066
CN14-015,2014,Female,J,19,0,0,0,-1.15370464253721,CN14-075
CN14-016,2014,Male,J,22,0,0,0,-0.864661111058199,CN13-118
CN14-019,2014,Female,J,22,0,0,0,-0.864661111058199,CN13-116
CN14-021,2014,Female,A,44,1,1,3,1.2549914531212,NA
CN14-021,2015,Female,A,41,0,0,0,0.965947921642194,NA
CN14-023,2014,Male,J,31,0,0,0,0.00246948337882945,CN13-005
CN14-024,2014,Female,J,23,1,0,2,-0.768313267231862,CN12-045
CN14-024,2015,Female,A,33,0,2,2,0.195165171031502,CN12-045
CN14-025,2014,Male,J,27,0,0,0,-0.382921891926516,CN13-098
CN14-026,2014,Male,J,29,0,0,0,-0.190226204273843,CN13-048
CN14-027,2014,Male,J,16,0,0,0,-1.44274817401622,CN13-048
CN14-028,2014,Female,A,40,1,2,4,0.869600077815857,CN13-005
CN14-028,2015,Female,A,42,0,1,1,1.06229576546853,CN13-005
CN14-029,2014,Male,A,43,0,0,0,1.15864360929487,NA
CN14-030,2014,Female,A,37,0,3,3,0.580556546336848,CN13-022
CN14-031,2014,Male,A,39,0,4,4,0.773252233989521,NA
CN14-032,2014,Female,J,23,1,0,2,-0.768313267231862,CN13-020
CN14-032,2015,Female,A,40,0,1,1,0.869600077815857,CN13-020
CN14-033,2014,Male,A,44,0,12,12,1.2549914531212,NA
CN14-034,2014,Male,J,30,1,0,2,-0.093878360447507,CN13-002
CN14-034,2015,Male,A,51,0,1,1,1.92942635990556,CN13-002
CN14-035,2014,Male,J,14,0,0,0,-1.63544386166889,CN14-030
CN14-036,2014,Male,J,28,0,0,0,-0.28657404810018,CN13-112
CN14-037,2014,Male,J,23,0,0,0,-0.768313267231862,CN13-066
CN14-038,2014,Female,J,25,0,0,0,-0.575617579579189,CN13-112
CN14-039,2014,Male,J,NA,0,0,0,NA,CN12-033
CN14-041,2014,Female,J,25,0,0,0,-0.575617579579189,CN14-075
CN14-043,2014,Female,J,22,0,0,0,-0.864661111058199,CN13-065
CN14-045,2014,Male,A,36,0,0,0,0.484208702510512,CN13-063
CN14-046,2014,Female,J,22,0,0,0,-0.864661111058199,CN13-119
CN14-047,2014,Male,J,20,0,0,0,-1.05735679871087,CN12-045
CN14-048,2014,Male,J,14,0,0,0,-1.63544386166889,CN13-015
CN14-049,2014,Female,J,13,0,0,0,-1.73179170549523,CN13-016
CN14-050,2014,Female,J,32,0,0,0,0.0988173272051659,CN13-116
CN14-052,2014,Female,J,26,0,0,0,-0.479269735752853,CN13-112
CN14-053,2014,Female,J,24,0,0,0,-0.671965423405526,CN13-098
CN14-054,2014,Female,J,25,0,0,0,-0.575617579579189,CN14-004
CN14-055,2014,Female,J,23,1,0,2,-0.768313267231862,CN14-002
CN14-055,2015,Female,A,49,0,1,1,1.73673067225289,CN14-002
CN14-056,2014,Female,J,34,1,0,2,0.291513014857839,CN14-030
CN14-056,2015,Female,A,39,0,2,2,0.773252233989521,CN14-030
CN14-057,2014,Male,J,32,0,0,0,0.0988173272051659,CN13-044
CN14-058,2014,Female,J,34,0,0,0,0.291513014857839,CN13-083
CN14-059,2014,Female,J,23,0,0,0,-0.768313267231862,CN13-002
CN14-060,2014,Male,J,18,0,0,0,-1.25005248636354,CN13-114
CN14-061,2014,Female,J,24,1,0,2,-0.671965423405526,CN13-002
CN14-061,2015,Female,A,35,0,1,1,0.387860858684175,CN13-002
CN14-062,2014,Male,J,34,0,0,0,0.291513014857839,CN14-003
CN14-063,2014,Male,J,24,0,0,0,-0.671965423405526,CN14-004
CN14-064,2014,Male,J,28,0,0,0,-0.28657404810018,NA
CN14-065,2014,Female,J,30,0,0,0,-0.093878360447507,CN13-080
CN14-066,2014,Male,J,18,0,0,0,-1.25005248636354,CN14-028
CN14-067,2014,Male,J,22,0,0,0,-0.864661111058199,CN14-028
CN14-068,2014,Male,J,18,0,0,0,-1.25005248636354,CN13-045
CN14-069,2014,Female,J,23,1,0,2,-0.768313267231862,CN13-074
CN14-069,2015,Female,A,38,0,0,0,0.676904390163184,CN13-074
CN14-070,2014,Female,J,24,0,0,0,-0.671965423405526,CN13-080
CN14-071,2014,Male,J,28,0,0,0,-0.28657404810018,NA
CN14-072,2014,Male,J,31,0,0,0,0.00246948337882945,CN13-035
CN14-073,2014,Male,J,19,0,0,0,-1.15370464253721,CN13-116
CN14-074,2014,Female,J,24,1,0,2,-0.671965423405526,CN13-063
