id,EscapeDistance,Tail_Length,Sex,Year,Age,Xcoor,Ycoor,Mother,Date
CN07-178,49,59,Female,2008,Adult,355,115,CN06-192,205
CN07-178,32,54,Female,2007,Young,335,95,CN06-192,266
CN07-178,34,54,Female,2007,Young,345,105,CN06-192,275
CN07-178,43,56,Female,2008,Adult,335,95,CN06-192,170
CN07-178,41,56,Female,2008,Adult,345,105,CN06-192,205
CN07-179,31,58,Male,2007,Young,265,105,0,266
CN07-179,34,55,Male,2007,Young,275,115,0,275
CN07-180,13,38,Female,2007,Young,150,100,CN06-116,266
CN07-182,32,54,Male,2007,Young,425,95,CN06-180,275
CN07-183,26,58,Male,2007,Young,455,85,CN06-222,275
CN07-184,28,49,Female,2007,Young,435,125,CN07-031,275
CN07-185,23,48,Male,2007,Young,405,135,CN06-050,275
CN07-186,34,50,Male,2007,Young,375,115,CN06-188,275
CN07-187,34,58,Female,2008,Adult,305,175,CN06-147,219
CN07-187,36,56,Female,2008,Adult,335,135,CN06-147,205
CN07-187,25,51,Female,2007,Young,315,135,CN06-147,275
CN07-187,42,61,Female,2008,Adult,315,135,CN06-147,170
CN07-187,36,57,Female,2008,Adult,325,135,CN06-147,218
CN07-187,36,58,Female,2008,Adult,335,155,CN06-147,206
CN08-001,39,63,Male,2008,Adult,215,85,0,211
CN08-001,40,62,Male,2008,Adult,285,65,0,240
CN08-001,41,63,Male,2008,Adult,285,115,0,218
CN08-001,40,59,Male,2008,Adult,275,65,0,210
CN08-001,40,65,Male,2008,Adult,275,95,0,206
CN08-001,43,62,Male,2008,Adult,285,125,0,205
CN08-001,44,66,Male,2008,Adult,215,95,0,204
CN08-001,48,63,Male,2008,Adult,265,75,0,191
CN08-001,40,65,Male,2008,Adult,255,55,0,161
CN08-001,39,63,Male,2008,Adult,275,135,0,219
CN08-003,37,57,Male,2008,Adult,205,55,CN07-024,161
CN08-003,49,61,Male,2008,Adult,195,45,CN07-024,191
CN08-003,43,59,Male,2008,Adult,235,55,CN07-024,210
CN08-003,47,57,Male,2008,Adult,215,105,CN07-024,211
CN08-004,35,56,Female,2008,Adult,165,65,CN06-089,210
CN08-004,39,54,Female,2008,Adult,145,75,CN06-089,191
CN08-004,37,51,Female,2008,Adult,145,85,CN06-089,162
CN08-004,33,50,Female,2008,Adult,155,65,CN06-089,161
CN08-004,41,61,Female,2008,Adult,155,85,CN06-089,204
CN08-005,40,52,Female,2008,Adult,35,85,CN07-004,239
CN08-005,48,56,Female,2009,Adult,35,125,CN07-004,225
CN08-005,44,63,Female,2009,Adult,35,125,CN07-004,210
CN08-005,44,56,Female,2009,Adult,45,125,CN07-004,194
CN08-005,53,56,Female,2009,Adult,35,65,CN07-004,182
CN08-005,45,57,Female,2009,Adult,45,95,CN07-004,169
CN08-005,39,56,Female,2008,Adult,45,105,CN07-004,261
CN08-005,37,59,Female,2008,Adult,35,105,CN07-004,211
CN08-005,44,60,Female,2008,Adult,45,95,CN07-004,204
CN08-005,45,55,Female,2008,Adult,65,65,CN07-004,191
CN08-005,34,54,Female,2008,Adult,45,85,CN07-004,162
CN08-005,32,56,Female,2008,Adult,55,75,CN07-004,161
CN08-005,50,57,Female,2009,Adult,35,75,CN07-004,168
CN08-006,36,54,Male,2008,Adult,95,65,CN06-198,161
CN08-006,41,51,Male,2008,Adult,75,85,CN06-198,162
CN08-009,40,52,Female,2008,Adult,225,105,CN06-025,162
CN08-009,46,62,Female,2008,Adult,205,85,CN06-025,204
CN08-009,41,59,Female,2008,Adult,205,95,CN06-025,211
CN08-010,38,58,Male,2008,Adult,35,135,0,162
CN08-011,37,55,Male,2008,Adult,425,85,0,170
CN08-012,39,54,Female,2008,Adult,455,135,CN06-182,170
CN08-012,32,58,Female,2008,Adult,445,125,CN06-182,205
CN08-012,45,67,Female,2008,Adult,445,145,CN06-182,206
CN08-012,40,57,Female,2008,Adult,455,135,CN06-182,218
CN08-012,40,58,Female,2008,Adult,435,145,CN06-182,219
CN08-013,50,53,Male,2009,Adult,385,155,0,243
CN08-013,51,61,Male,2009,Adult,365,145,0,196
CN08-013,48,54,Male,2009,Adult,375,105,0,195
CN08-013,47,61,Male,2009,Adult,355,135,0,237
CN08-013,47,57,Male,2009,Adult,385,95,0,266
CN08-013,48,61,Male,2009,Adult,385,165,0,267
CN08-013,45,58,Male,2009,Adult,365,145,0,217
CN08-013,51,56,Male,2009,Adult,385,165,0,181
CN08-013,40,59,Male,2008,Adult,435,185,0,254
CN08-013,46,61,Male,2008,Adult,435,105,0,253
CN08-013,44,58,Male,2008,Adult,445,105,0,218
CN08-013,43,58,Male,2008,Adult,425,165,0,206
CN08-013,44,57,Male,2008,Adult,445,95,0,205
CN08-013,45,52,Male,2008,Adult,445,135,0,170
CN08-013,50,55,Male,2009,Adult,365,115,0,180
CN08-014,40,54,Male,2008,Adult,315,185,0,171
CN08-015,42,57,Male,2008,Adult,425,185,CN06-071,171
CN08-016,45,56,Male,2008,Adult,325,155,0,171
CN08-016,43,58,Male,2008,Adult,375,105,0,205
CN08-016,47,59,Male,2008,Adult,365,115,0,205
CN08-016,41,54,Male,2008,Adult,365,145,0,206
CN08-017,15,36,Female,2008,Young,115,45,CN06-089,191
CN08-017,20,46,Female,2008,Young,115,85,CN06-089,204
CN08-018,40,64,Female,2008,Adult,155,25,CN07-024,191
CN08-018,44,58,Female,2008,Adult,155,5,CN07-024,196
CN08-018,43,66,Female,2008,Adult,165,25,CN07-024,210
CN08-020,56,61,Female,2008,Adult,155,5,0,191
CN08-022,23,44,Male,2008,Young,135,75,CN07-158,210
CN08-022,22,46,Male,2008,Young,155,135,CN07-158,211
CN08-022,32,49,Male,2008,Young,135,105,CN07-158,239
CN08-022,30,53,Male,2008,Young,125,55,CN07-158,260
CN08-022,32,49,Male,2008,Young,145,105,CN07-158,261
CN08-022,49,54,Male,2009,Adult,155,75,CN07-158,168
CN08-022,47,58,Male,2009,Adult,355,135,CN07-158,180
CN08-022,18,40,Male,2008,Young,145,95,CN07-158,204
CN08-023,42,60,Male,2008,Adult,55,125,0,204
CN08-025,18,41,Male,2008,Young,365,105,CN06-187,205
CN08-026,38,61,Female,2008,Adult,445,105,0,205
CN08-026,41,60,Female,2008,Adult,445,75,0,218
CN08-026,40,59,Female,2008,Adult,435,115,0,253
CN08-026,36,62,Female,2008,Adult,435,75,0,267
CN08-027,41,57,Male,2008,Adult,315,125,0,267
CN08-027,35,59,Male,2008,Adult,335,135,0,253
CN08-027,37,57,Male,2008,Adult,385,195,0,219
CN08-027,38,56,Male,2008,Adult,365,105,0,218
CN08-027,36,54,Male,2008,Adult,325,165,0,206
CN08-027,35,57,Male,2008,Adult,415,115,0,205
CN08-027,36,58,Male,2008,Adult,305,145,0,268
CN08-028,23,48,Male,2008,Young,385,195,CN07-131,206
CN08-029,22,46,Male,2008,Young,385,155,CN07-124,206
CN08-029,25,49,Male,2008,Young,365,135,CN07-124,218
CN08-029,28,49,Male,2008,Young,385,135,CN07-124,253
CN08-029,28,51,Male,2008,Young,375,155,CN07-124,254
CN08-029,29,51,Male,2008,Young,365,115,CN07-124,267
CN08-030,16,34,Male,2008,Young,395,145,CN07-125,206
CN08-030,21,52,Male,2008,Young,375,135,CN07-125,218
CN08-031,26,48,Male,2008,Young,395,105,CN07-124,253
CN08-031,23,43,Male,2008,Young,375,145,CN07-124,206
CN08-031,23,48,Male,2008,Young,375,115,CN07-124,218
CN08-032,50,62,Female,2010,Adult,285,35,CN07-043,229
CN08-032,45,61,Female,2008,Adult,265,25,CN07-043,210
CN08-032,41,57,Female,2008,Adult,275,45,CN07-043,262
CN08-032,45,58,Female,2009,Adult,275,45,CN07-043,182
CN08-032,46,56,Female,2009,Adult,285,35,CN07-043,195
CN08-032,45,59,Female,2009,Adult,275,25,CN07-043,209
CN08-032,46,60,Female,2009,Adult,285,35,CN07-043,216
CN08-032,47,60,Female,2009,Adult,285,35,CN07-043,236
CN08-032,50,60,Female,2009,Adult,285,35,CN07-043,260
CN08-033,22,47,Male,2008,Young,225,65,CN07-108,210
CN08-034,24,49,Female,2008,Young,255,115,CN07-108,253
CN08-034,28,47,Female,2008,Young,275,65,CN07-108,262
CN08-034,25,45,Female,2008,Young,265,125,CN07-108,267
CN08-034,18,42,Female,2008,Young,245,75,CN07-108,210
CN08-035,20,47,Male,2008,Young,275,75,CN07-187,210
CN08-035,22,49,Male,2008,Young,295,135,CN07-187,218
CN08-035,22,51,Male,2008,Young,305,155,CN07-187,219
CN08-036,39,56,Female,2009,Adult,205,65,CN08-009,209
CN08-036,44,54,Female,2009,Adult,245,75,CN08-009,236
CN08-036,39,58,Female,2009,Adult,225,75,CN08-009,168
CN08-036,21,46,Female,2008,Young,205,75,CN08-009,210
CN08-036,43,56,Female,2009,Adult,225,65,CN08-009,182
CN08-037,46,59,Male,2008,Adult,155,55,CN07-047,238
CN08-037,43,60,Male,2008,Adult,185,85,CN07-047,239
CN08-037,42,62,Male,2008,Adult,205,85,CN07-047,240
CN08-037,43,64,Male,2008,Adult,145,75,CN07-047,260
CN08-037,48,62,Male,2008,Adult,195,65,CN07-047,210
CN08-038,20,42,Male,2008,Young,205,65,CN06-157,210
CN08-038,27,50,Male,2008,Young,205,45,CN06-157,238
CN08-039,20,42,Male,2008,Young,175,55,CN07-086,210
CN08-039,33,52,Male,2008,Young,195,65,CN07-086,260
CN08-041,20,43,Male,2008,Young,155,65,CN08-004,210
CN08-041,29,55,Male,2008,Young,145,65,CN08-004,260
CN08-041,30,47,Male,2008,Young,145,55,CN08-004,238
CN08-041,26,50,Male,2008,Young,145,85,CN08-004,239
CN08-043,18,42,Male,2008,Young,25,75,CN07-004,210
CN08-044,15,37,Male,2008,Young,45,95,CN07-004,211
CN08-044,24,48,Male,2008,Young,65,105,CN07-004,239
CN08-044,27,51,Male,2008,Young,65,95,CN07-004,261
CN08-045,15,42,Female,2008,Young,65,105,CN07-165,211
CN08-046,22,43,Male,2008,Young,185,85,CN07-026,211
CN08-046,26,56,Male,2008,Young,165,65,CN07-026,260
CN08-047,21,49,Male,2008,Young,195,115,CN08-009,211
CN08-047,30,49,Male,2008,Young,195,115,CN08-009,240
CN08-047,30,56,Male,2008,Young,305,85,CN08-009,262
CN08-048,25,49,Female,2008,Young,145,125,CN07-158,211
CN08-049,25,52,Male,2008,Young,55,125,CN07-165,239
CN08-049,28,52,Male,2008,Young,45,145,CN07-165,261
CN08-049,19,46,Male,2008,Young,75,135,CN07-165,211
CN08-050,48,55,Male,2009,Adult,295,85,0,195
CN08-050,49,56,Male,2009,Adult,255,65,0,260
CN08-050,47,59,Male,2009,Adult,265,35,0,236
CN08-050,50,56,Male,2009,Adult,205,55,0,224
CN08-050,47,60,Male,2009,Adult,305,65,0,216
CN08-050,50,61,Male,2009,Adult,215,85,0,210
CN08-050,50,62,Male,2009,Adult,305,145,0,196
CN08-050,51,56,Male,2009,Adult,225,55,0,182
CN08-050,39,58,Male,2008,Adult,325,135,0,253
CN08-050,43,62,Male,2008,Adult,305,75,0,218
CN08-050,50,61,Male,2009,Adult,225,55,0,209
CN08-050,46,56,Male,2008,Adult,305,75,0,240
CN08-050,52,59,Male,2009,Adult,305,75,0,180
CN08-050,43,55,Male,2008,Adult,325,85,0,262
CN08-050,43,58,Male,2008,Adult,345,85,0,267
CN08-050,44,56,Male,2008,Adult,325,115,0,267
CN08-050,53,61,Male,2009,Adult,275,55,0,168
CN08-051,25,54,Male,2008,Young,295,85,0,218
CN08-051,22,52,Male,2008,Young,255,135,0,219
CN08-052,15,40,Male,2008,Young,335,95,CN07-178,218
CN08-053,40,57,Female,2009,Adult,365,95,CN07-178,216
CN08-053,40,61,Female,2009,Adult,345,115,CN07-178,237
CN08-053,42,57,Female,2009,Adult,335,95,CN07-178,236
CN08-053,43,55,Female,2009,Adult,345,125,CN07-178,180
CN08-053,32,50,Female,2008,Young,355,105,CN07-178,267
CN08-053,17,41,Female,2008,Young,345,105,CN07-178,218
CN08-053,50,58,Female,2009,Adult,355,125,CN07-178,195
CN08-053,29,51,Female,2008,Young,345,115,CN07-178,253
CN08-054,26,52,Male,2008,Young,415,125,CN07-125,218
CN08-055,16,45,Male,2008,Young,445,95,CN08-026,218
CN08-056,12,35,Female,2008,Young,445,135,CN08-012,218
CN08-058,16,39,Male,2008,Young,365,145,CN07-124,219
CN08-058,26,51,Male,2008,Young,365,145,CN07-124,268
CN08-058,23,51,Male,2008,Young,365,135,CN07-124,267
CN08-058,25,49,Male,2008,Young,355,135,CN07-124,253
CN08-058,20,42,Male,2008,Young,355,135,CN07-124,218
CN08-058,22,48,Male,2008,Young,365,155,CN07-124,254
CN08-059,35,59,Male,2009,Adult,185,55,CN07-187,244
CN08-059,38,58,Male,2009,Adult,235,55,CN07-187,209
CN08-059,41,43,Male,2010,Adult,145,105,CN07-187,187
CN08-059,20,47,Male,2008,Young,315,175,CN07-187,219
CN08-059,36,59,Male,2009,Adult,195,45,CN07-187,224
CN08-059,44,58,Male,2009,Adult,195,115,CN07-187,194
CN08-059,40,55,Male,2009,Adult,145,75,CN07-187,182
CN08-059,37,61,Male,2009,Adult,235,65,CN07-187,168
CN08-059,26,52,Male,2008,Young,265,65,CN07-187,262
CN08-059,25,48,Male,2008,Young,295,95,CN07-187,240
CN08-059,41,60,Male,2009,Adult,285,75,CN07-187,216
CN08-060,25,56,Male,2008,Young,325,175,CN07-187,254
CN08-060,23,51,Male,2008,Young,325,185,CN07-187,219
CN08-060,27,57,Male,2008,Young,275,135,CN07-187,253
CN08-061,32,53,Male,2008,Young,375,185,CN07-131,268
CN08-061,17,43,Male,2008,Young,375,175,CN07-131,219
CN08-061,29,54,Male,2008,Young,385,185,CN07-131,254
CN08-062,20,42,Male,2008,Young,405,175,CN07-131,219
CN08-062,32,50,Male,2008,Young,405,185,CN07-131,254
CN08-062,33,52,Male,2008,Young,385,185,CN07-131,268
CN08-063,20,43,Male,2008,Young,365,195,CN07-036,219
CN08-063,30,48,Male,2008,Young,435,135,CN07-036,253
CN08-063,28,49,Male,2008,Young,395,175,CN07-036,254
CN08-063,27,53,Male,2008,Young,385,175,CN07-036,268
CN08-064,35,51,Female,2009,Adult,425,185,CN07-123,196
CN08-064,41,51,Female,2009,Adult,425,175,CN07-123,217
CN08-064,28,44,Female,2008,Young,425,175,CN07-123,268
CN08-064,18,43,Female,2008,Young,415,165,CN07-123,219
CN08-064,37,51,Female,2009,Adult,425,165,CN07-123,243
CN08-064,33,52,Female,2009,Adult,425,165,CN07-123,181
CN08-065,15,45,Female,2008,Young,375,165,CN07-124,219
CN08-066,15,44,Female,2008,Young,385,155,CN07-124,219
CN08-067,29,49,Female,2008,Young,255,135,0,253
CN08-067,21,49,Female,2008,Young,275,85,0,219
CN08-068,43,57,Male,2008,Adult,225,15,0,238
CN08-069,28,50,Male,2008,Young,35,105,CN08-005,239
CN08-069,29,52,Male,2008,Young,35,105,CN08-005,261
CN08-071,39,58,Female,2009,Adult,75,125,CN07-165,194
CN08-071,46,59,Female,2009,Adult,45,155,CN07-165,210
CN08-071,34,54,Female,2009,Adult,65,105,CN07-165,225
CN08-071,34,57,Female,2009,Adult,65,125,CN07-165,169
CN08-071,26,46,Female,2008,Young,85,105,CN07-165,239
CN08-071,24,50,Female,2008,Young,75,115,CN07-165,261
CN08-073,44,57,Female,2009,Adult,145,105,CN08-099,169
CN08-073,49,54,Female,2009,Adult,135,75,CN08-099,209
CN08-073,43,56,Female,2009,Adult,135,105,CN08-099,259
CN08-073,39,57,Female,2009,Adult,125,65,CN08-099,244
CN08-073,41,52,Female,2009,Adult,125,115,CN08-099,225
CN08-073,43,56,Female,2009,Adult,145,65,CN08-099,224
CN08-073,52,60,Female,2009,Adult,145,95,CN08-099,210
CN08-073,54,59,Female,2009,Adult,135,75,CN08-099,182
CN08-073,30,52,Female,2008,Young,125,115,CN08-099,239
CN08-073,41,61,Female,2009,Adult,135,75,CN08-099,168
CN08-073,32,52,Female,2008,Young,135,115,CN08-099,261
CN08-073,30,53,Female,2008,Young,135,75,CN08-099,260
CN08-073,43,58,Female,2009,Adult,125,95,CN08-099,194
CN08-075,24,45,Male,2008,Young,205,105,CN07-160,240
CN08-075,44,56,Male,2009,Adult,125,115,CN07-160,169
CN08-076,41,58,Female,2009,Adult,205,125,CN07-160,194
CN08-076,40,59,Female,2009,Adult,205,115,CN07-160,210
CN08-076,38,55,Female,2009,Adult,205,125,CN07-160,169
CN08-076,23,51,Female,2008,Young,215,105,CN07-160,240
CN08-076,40,58,Female,2009,Adult,215,125,CN07-160,236
CN08-077,26,52,Female,2008,Young,195,85,CN08-009,240
CN08-077,28,52,Female,2008,Young,205,95,CN08-009,262
CN08-077,41,58,Female,2009,Adult,225,75,CN08-009,182
CN08-077,39,59,Female,2009,Adult,215,85,CN08-009,194
CN08-077,47,60,Female,2009,Adult,215,75,CN08-009,209
CN08-077,39,50,Female,2009,Adult,215,75,CN08-009,224
CN08-078,33,54,Male,2008,Young,335,115,CN07-114,267
CN08-078,42,59,Male,2009,Adult,365,165,CN07-114,181
CN08-078,44,60,Male,2009,Adult,265,115,CN07-114,196
CN08-078,33,52,Male,2008,Young,335,105,CN07-114,262
CN08-078,32,50,Male,2008,Young,345,95,CN07-114,253
CN08-078,27,47,Male,2008,Young,315,95,CN07-114,240
CN08-078,46,59,Male,2009,Adult,295,115,CN07-114,195
CN08-079,44,61,Male,2009,Adult,325,85,CN07-178,236
CN08-079,48,69,Male,2010,Adult,385,125,CN07-178,188
CN08-079,47,64,Male,2010,Adult,385,95,CN07-178,180
CN08-079,44,61,Male,2009,Adult,365,105,CN07-178,237
CN08-079,46,60,Male,2009,Adult,365,105,CN07-178,216
CN08-079,46,61,Male,2009,Adult,385,175,CN07-178,196
CN08-079,46,53,Male,2009,Adult,365,95,CN07-178,195
CN08-079,47,56,Male,2009,Adult,375,175,CN07-178,181
CN08-079,44,59,Male,2009,Adult,365,95,CN07-178,180
CN08-079,31,54,Male,2008,Young,365,105,CN07-178,267
CN08-079,30,54,Male,2008,Young,365,105,CN07-178,253
CN08-079,42,61,Male,2009,Adult,375,105,CN07-178,266
CN08-080,32,53,Male,2008,Young,385,85,CN06-187,253
CN08-080,32,53,Male,2008,Young,395,95,CN06-187,267
CN08-081,26,48,Male,2008,Young,415,115,CN07-125,253
CN08-081,28,52,Male,2008,Young,415,125,CN07-125,267
CN08-081,27,52,Male,2008,Young,405,145,CN07-125,268
CN08-082,22,47,Male,2008,Young,455,125,CN08-012,267
CN08-082,15,41,Male,2008,Young,445,135,CN08-012,253
CN08-083,23,49,Female,2008,Young,375,125,CN07-124,267
CN08-083,20,47,Female,2008,Young,385,165,CN07-124,254
CN08-085,16,40,Female,2008,Young,365,175,CN07-036,254
CN08-085,21,42,Female,2008,Young,365,175,CN07-036,268
CN08-086,26,48,Female,2008,Young,385,195,CN07-131,254
CN08-087,21,48,Male,2008,Young,405,195,CN07-036,254
CN08-087,25,47,Male,2008,Young,395,195,CN07-036,268
CN08-088,24,52,Male,2008,Young,425,165,CN07-123,254
CN08-088,28,53,Male,2008,Young,425,185,CN07-123,268
CN08-089,38,55,Female,2009,Adult,435,95,CN08-012,237
CN08-089,41,54,Female,2010,Adult,445,105,CN08-012,180
CN08-089,39,55,Female,2009,Adult,425,155,CN08-012,267
CN08-089,39,55,Female,2009,Adult,445,125,CN08-012,266
CN08-089,38,53,Female,2009,Adult,435,145,CN08-012,181
CN08-089,35,52,Female,2009,Adult,425,155,CN08-012,243
CN08-089,42,58,Female,2010,Adult,435,125,CN08-012,188
CN08-089,37,51,Female,2009,Adult,435,145,CN08-012,217
CN08-089,37,55,Female,2009,Adult,445,125,CN08-012,216
CN08-089,38,58,Female,2010,Adult,455,125,CN08-012,229
CN08-089,33,56,Female,2009,Adult,425,105,CN08-012,180
CN08-089,37,55,Female,2009,Adult,435,155,CN08-012,196
CN08-090,26,48,Male,2008,Young,425,165,CN08-012,268
CN08-090,27,48,Male,2008,Young,445,125,CN08-012,267
CN08-090,24,48,Male,2008,Young,425,155,CN08-012,254
CN08-091,22,44,Male,2008,Young,375,165,CN07-124,254
CN08-091,23,48,Male,2008,Young,375,165,CN07-124,268
CN08-091,46,56,Male,2009,Adult,445,125,CN07-124,180
CN08-091,42,56,Male,2009,Adult,435,95,CN07-124,195
CN08-091,44,57,Male,2009,Adult,435,145,CN07-124,196
CN08-091,43,55,Male,2009,Adult,435,105,CN07-124,216
CN08-091,45,59,Male,2009,Adult,445,85,CN07-124,237
CN08-091,45,57,Male,2009,Adult,425,105,CN07-124,266
CN08-092,23,48,Male,2008,Young,325,165,CN07-113,254
CN08-092,23,49,Male,2008,Young,325,135,CN07-113,267
CN08-092,22,48,Male,2008,Young,325,165,CN07-113,268
CN08-093,38,56,Female,2009,Adult,305,95,CN07-187,260
CN08-093,41,59,Female,2010,Adult,325,175,CN07-187,230
CN08-093,45,59,Female,2010,Adult,315,95,CN07-187,229
CN08-093,43,58,Female,2010,Adult,325,165,CN07-187,189
CN08-093,43,59,Female,2010,Adult,315,175,CN07-187,189
CN08-093,44,59,Female,2010,Adult,315,135,CN07-187,188
CN08-093,39,58,Female,2010,Adult,305,145,CN07-187,181
CN08-093,41,58,Female,2010,Adult,305,125,CN07-187,180
CN08-093,36,58,Female,2009,Adult,305,155,CN07-187,267
CN08-093,40,59,Female,2009,Adult,305,155,CN07-187,181
CN08-093,33,57,Female,2009,Adult,325,115,CN07-187,266
CN08-093,20,47,Female,2008,Young,285,125,CN07-187,267
CN08-093,38,55,Female,2009,Adult,325,135,CN07-187,180
CN08-093,39,56,Female,2009,Adult,315,135,CN07-187,195
CN08-093,37,56,Female,2009,Adult,315,175,CN07-187,196
CN08-093,37,56,Female,2009,Adult,325,165,CN07-187,196
CN08-093,34,58,Female,2009,Adult,335,135,CN07-187,237
CN08-093,38,57,Female,2009,Adult,325,175,CN07-187,217
CN08-093,20,49,Female,2008,Young,305,145,CN07-187,254
CN08-093,22,48,Female,2008,Young,305,155,CN07-187,268
CN08-094,25,50,Male,2008,Young,35,45,0,260
CN08-095,46,55,Male,2009,Adult,155,95,0,259
CN08-095,46,55,Male,2009,Adult,275,95,0,217
CN08-095,43,55,Male,2009,Adult,225,75,0,260
CN08-095,47,55,Male,2009,Adult,195,75,0,244
CN08-095,45,55,Male,2009,Adult,215,85,0,236
CN08-095,47,54,Male,2009,Adult,145,95,0,225
CN08-095,47,59,Male,2009,Adult,255,135,0,196
CN08-095,55,55,Male,2009,Adult,285,95,0,195
CN08-095,51,56,Male,2009,Adult,155,125,0,194
CN08-095,34,52,Male,2008,Young,225,55,0,262
CN08-095,33,54,Male,2008,Young,225,35,0,260
CN08-095,51,56,Male,2009,Adult,195,85,0,210
CN08-096,49,63,Male,2009,Adult,135,105,CN07-026,210
CN08-096,51,62,Male,2009,Adult,165,55,CN07-026,224
CN08-096,48,62,Male,2009,Adult,155,45,CN07-026,209
CN08-096,49,67,Male,2009,Adult,145,85,CN07-026,194
CN08-096,46,63,Male,2009,Adult,195,55,CN07-026,168
CN08-096,33,56,Male,2008,Young,185,85,CN07-026,261
CN08-096,28,58,Male,2008,Young,185,75,CN07-026,260
CN08-096,44,53,Male,2009,Adult,135,75,CN07-026,244
CN08-096,51,62,Male,2009,Adult,155,55,CN07-026,182
CN08-097,32,52,Male,2008,Young,75,65,CN07-004,260
CN08-097,30,50,Male,2008,Young,55,85,CN07-004,261
CN08-097,44,55,Male,2009,Adult,65,55,CN07-004,168
CN08-099,36,59,Female,2008,Adult,125,105,CN07-F1,261
CN08-100,26,47,Male,2008,Young,125,125,CN08-099,261
CN08-101,41,64,Female,2009,Adult,195,105,CN07-026,169
CN08-101,38,66,Female,2009,Adult,205,95,CN07-026,194
CN08-101,48,65,Female,2009,Adult,205,85,CN07-026,210
CN08-101,49,65,Female,2009,Adult,195,95,CN07-026,236
CN08-101,44,61,Female,2009,Adult,205,85,CN07-026,260
CN08-101,30,55,Female,2008,Young,195,85,CN07-026,262
CN08-102,25,51,Male,2008,Young,315,95,CN07-114,262
CN08-103,25,52,Female,2008,Young,255,45,CN07-043,262
CN08-103,36,57,Female,2009,Adult,275,45,CN07-043,168
CN08-104,28,52,Male,2008,Young,395,85,CN08-F5,267
CN08-107,27,46,Female,2008,Young,425,105,CN08-026,267
CN08-108,24,47,Male,2008,Young,435,95,CN08-026,267
CN08-109,32,57,Male,2008,Young,425,85,0,267
CN08-112,39,56,Female,2009,Adult,385,155,CN07-125,181
CN08-112,41,53,Female,2009,Adult,405,135,CN07-125,216
CN08-112,44,55,Female,2009,Adult,395,105,CN07-125,195
CN08-112,38,60,Female,2009,Adult,385,135,CN07-125,180
CN08-112,22,41,Female,2008,Young,395,145,CN07-125,268
CN08-112,18,42,Female,2008,Young,405,135,CN07-125,267
CN08-112,35,58,Female,2009,Adult,395,155,CN07-125,196
CN08-113,46,56,Female,2009,Adult,285,75,CN07-108,236
CN08-113,39,57,Female,2009,Adult,275,65,CN07-108,209
CN08-113,40,60,Female,2009,Adult,255,125,CN07-108,237
CN08-113,41,53,Female,2009,Adult,265,125,CN07-108,217
CN08-113,40,56,Female,2009,Adult,285,125,CN07-108,216
CN08-113,42,55,Female,2009,Adult,285,135,CN07-108,195
CN08-113,39,57,Female,2009,Adult,275,75,CN07-108,182
CN08-113,36,54,Female,2009,Adult,255,135,CN07-108,181
CN08-113,40,55,Female,2009,Adult,285,105,CN07-108,180
CN08-113,37,57,Female,2009,Adult,275,65,CN07-108,168
CN08-113,23,47,Female,2008,Young,265,115,CN07-108,267
CN08-113,47,58,Female,2009,Adult,275,105,CN07-108,196
CN08-113,41,54,Female,2009,Adult,255,145,CN07-108,243
CN08-115,11,37,Female,2008,Young,375,205,CN07-036,268
CN08-116,22,49,Female,2008,Young,395,165,CN07-124,268
CN08-117,49,63,Male,2010,Adult,435,145,CN07-125,181
CN08-117,50,63,Male,2010,Adult,435,135,CN07-125,180
CN08-117,43,61,Male,2009,Adult,375,195,CN07-125,267
CN08-117,43,60,Male,2009,Adult,445,135,CN07-125,266
CN08-117,46,60,Male,2009,Adult,425,155,CN07-125,196
CN08-117,44,54,Male,2009,Adult,425,175,CN07-125,243
CN08-117,58,57,Male,2010,Adult,435,95,CN07-125,188
CN08-117,47,59,Male,2009,Adult,385,175,CN07-125,217
CN08-117,50,55,Male,2009,Adult,385,185,CN07-125,181
CN08-117,48,58,Male,2009,Adult,435,135,CN07-125,180
CN08-117,17,44,Male,2008,Young,395,155,CN07-125,268
CN08-117,46,61,Male,2009,Adult,445,135,CN07-125,237
CN08-118,18,44,Male,2008,Young,405,155,CN07-125,268
CN09-001,41,54,Female,2009,Adult,135,115,0,169
CN09-001,42,53,Female,2009,Adult,125,125,0,210
CN09-002,46,66,Male,2009,Adult,325,135,0,216
CN09-002,45,66,Male,2009,Adult,265,95,0,217
CN09-002,47,66,Male,2009,Adult,285,85,0,236
CN09-002,44,64,Male,2009,Adult,355,145,0,243
CN09-002,49,46,Male,2009,Adult,335,105,0,195
CN09-002,51,64,Male,2009,Adult,265,105,0,181
CN09-002,48,65,Male,2009,Adult,285,115,0,180
CN09-002,45,68,Male,2009,Adult,325,125,0,237
CN09-002,47,63,Male,2009,Adult,315,145,0,196
CN09-003,36,52,Female,2009,Adult,375,85,CN08-F5,180
CN09-006,20,46,Male,2009,Young,405,125,CN08-112,180
CN09-006,22,46,Male,2009,Young,405,145,CN08-112,181
CN09-008,40,55,Female,2009,Adult,385,175,CN07-036,181
CN09-008,41,59,Female,2009,Adult,405,175,CN07-036,196
CN09-008,45,54,Female,2009,Adult,405,185,CN07-036,217
CN09-008,36,58,Female,2009,Adult,395,175,CN07-036,243
CN09-008,38,60,Female,2009,Adult,385,175,CN07-036,267
